cat,pot(V vs. RHE),pot(V vs. SHE),pot(V vs. Ag/AgCl),pot(V vs. Fc/Fc),jtotal(mA cm^-2),jpartial(mA cm^2),FE,elect,conc,prod,pH,Author,Title,Subject
 Cu2O-derived Cu,-0.7000000000000002,,,,,, 8.51283195229604, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H4, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.4006493506493507,,,,,, 1.4744367488397074, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H6, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.3,,,,,, 15.006338445802214, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H6, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.2,,,,,, 26.925064880657885, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H6, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.1,,,,,, 25.793937943079186, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H6, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1,,,,,, 30.381286078814582, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H6, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.9000000000000001,,,,,, 17.226698730678777, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H6, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.8006493506493508,,,,,, 10.816707381433275, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H6, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.7000000000000002,,,,,, 2.647729312999786, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H6, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.4,,,,,, 0.1550606912985586, CO2 saturated KHCO3 + PdCl2, 0.1M, CO, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.3,,,,,, 0.49020941354416436, CO2 saturated KHCO3 + PdCl2, 0.1M, CO, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.2,,,,,, 0.8253581357897701, CO2 saturated KHCO3 + PdCl2, 0.1M, CO, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.1,,,,,, 0.867251726070549, CO2 saturated KHCO3 + PdCl2, 0.1M, CO, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1,,,,,, 1.055772882333713, CO2 saturated KHCO3 + PdCl2, 0.1M, CO, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.9000000000000001,,,,,, 1.390921604579205, CO2 saturated KHCO3 + PdCl2, 0.1M, CO, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.8000000000000001,,,,,, 2.0193254587894102, CO2 saturated KHCO3 + PdCl2, 0.1M, CO, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.7000000000000002,,,,,, 2.940984444964613, CO2 saturated KHCO3 + PdCl2, 0.1M, CO, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.4,,,,,, 83.87940086725172, CO2 saturated KHCO3 + PdCl2, 0.1M, H2, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.3,,,,,, 50.49020941354428, CO2 saturated KHCO3 + PdCl2, 0.1M, H2, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.2006493506493507,,,,,, 27.804558240251594, CO2 saturated KHCO3 + PdCl2, 0.1M, H2, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.1,,,,,, 25.207427679149532, CO2 saturated KHCO3 + PdCl2, 0.1M, H2, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.9993506493506494,,,,,, 16.158684214821846, CO2 saturated KHCO3 + PdCl2, 0.1M, H2, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.8993506493506496,,,,,, 27.49090038574758, CO2 saturated KHCO3 + PdCl2, 0.1M, H2, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.8000000000000001,,,,,, 19.614633376677886, CO2 saturated KHCO3 + PdCl2, 0.1M, H2, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.7000000000000002,,,,,, 18.190251307134588, CO2 saturated KHCO3 + PdCl2, 0.1M, H2, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.3998921436450542,,,,,, 0.09181797489185328, CO2 saturated KHCO3 + PdCl2, 0.1M, HCOO-, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.2993234465007965,,,,,, 0.5499623553306492, CO2 saturated KHCO3 + PdCl2, 0.1M, HCOO-, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.1995023899987737,,,,,, 2.234622590303445, CO2 saturated KHCO3 + PdCl2, 0.1M, HCOO-, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.0989238877313392,,,,,, 3.070124139863111, CO2 saturated KHCO3 + PdCl2, 0.1M, HCOO-, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.999068513298198,,,,,, 6.075534466758938, CO2 saturated KHCO3 + PdCl2, 0.1M, HCOO-, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.8992891285696771,,,,,, 6.156426732968015, CO2 saturated KHCO3 + PdCl2, 0.1M, HCOO-, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.7992842260080888,,,,,, 14.916533888957076, CO2 saturated KHCO3 + PdCl2, 0.1M, HCOO-, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.6986616006863584,,,,,, 17.45014269956053, CO2 saturated KHCO3 + PdCl2, 0.1M, HCOO-, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.399877435960289,,,,,, 0.6578537285732295, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H5OH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.299267067042529,,,,,, 2.719766077775631, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H5OH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.1993871798014461,,,,,, 6.668569327473648, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H5OH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.0987277852678021,,,,,, 10.617267522280428, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H5OH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.9989385954161045,,,,,, 11.075516957610375, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H5OH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.8992401029537929,,,,,, 8.043212578572365, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H5OH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.7996543694080151,,,,,, 0.6713007546443066, CO2 saturated KHCO3 + PdCl2, 0.1M, C2H5OH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.2995696362042514,,,,,, 0.03550295857987962, CO2 saturated KHCO3 + PdCl2, 0.1M, CH3COOH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.1997835853605085,,,,,, 0.1686390532544344, CO2 saturated KHCO3 + PdCl2, 0.1M, CH3COOH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-1.0999802761341226,,,,,, 0.22189349112425205, CO2 saturated KHCO3 + PdCl2, 0.1M, CH3COOH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.9996381218496613,,,,,, 0.7810650887573942, CO2 saturated KHCO3 + PdCl2, 0.1M, CH3COOH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Cu2O-derived Cu,-0.900429268025422,,,,,, 0.5857988165680368, CO2 saturated KHCO3 + PdCl2, 0.1M, CH3COOH, 6.8,Chung Shou Chen,jp5b09144 1..8,J. Phys. Chem. C 2015.119:26875-26882
 Oxide derived nanocrystalline Cu,-1,,,,,, 74.61139896373058, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.9,,,,,, 61.76165803108809, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.8,,,,,, 55.5440414507772, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.7,,,,,, 54.991364421416236, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-1,,,,,, 11.606217616580323, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.9,,,,,, 19.620034542314343, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.8,,,,,, 16.16580310880829, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.7,,,,,, 8.842832469775487, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.9,,,,,, 0.690846286701202, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.8,,,,,, 1.2435233160621805, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.7,,,,,, 2.901554404145074, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-1.0004504504504505,,,,,, 7.3229706390328175, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.9,,,,,, 8.290155440414523, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.8,,,,,, 8.42832469775476, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.7,,,,,, 9.119170984455962, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.9,,,,,, 2.7633851468048362, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.8,,,,,, 5.11226252158896, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.7,,,,,, 8.842832469775487, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-1,,,,,, 1.7962003454231592, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.9,,,,,, 3.3160621761658007, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.8,,,,,, 4.421416234887744, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.7,,,,,, 4.145077720207254, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.9,,,,,, 0, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.8,,,,,, 0, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived nanocrystalline Cu,-0.7,,,,,, 0, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.9995502248875562,,,,,, 34.81865284974096, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.8997001499250373,,,,,, 42.832469775474976, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.8002998500749625,,,,,, 47.94473229706392, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.6999999999999997,,,,,, 50.84628670120901, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.9999999999999999,,,,,, 37.44386873920554, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.8997001499250373,,,,,, 31.226252158894667, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.7998500749625186,,,,,, 23.765112262521612, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.6999999999999995,,,,,, 18.929188255613155, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,,,,,,,, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.9001499250374814,,,,,, 0.9671848013817055, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.7998500749625188,,,,,, 2.210708117443886, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.7,,,,,, 5.526770293609687, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-1,,,,,, 16.99481865284976, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.8997001499250374,,,,,, 9.810017271157178, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.7998500749625188,,,,,, 8.428324697754774, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.7,,,,,, 10.915371329879121, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-1.0000000000000002,,,,,, 1.519861830742684, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.9001499250374814,,,,,, 5.526770293609687, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.7998500749625188,,,,,, 8.428324697754774, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.7004497751124441,,,,,, 11.05354058721936, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.9999999999999999,,,,,, 5.388601036269449, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.9001499250374814,,,,,, 5.6649395509499385, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.8002998500749627,,,,,, 5.388601036269449, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.6999999999999997,,,,,, 4.974093264248722, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-1,,,,,, 0, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.8997001499250375,,,,,, 0, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.7998500749625188,,,,,, 0, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Oxide derived Cu nanowires,-0.7,,,,,, 0, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-1,,,,,, 23.724137931034477, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.9005997001499251,,,,,, 32, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.8002998500749625,,,,,, 36, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.7000000000000001,,,,,, 39.586206896551744, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-1,,,,,, 44.9655172413793, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.9005997001499251,,,,,, 32, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.7998500749625187,,,,,, 26.068965517241452, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.7,,,,,, 17.79310344827593, CsHCO3, 0.1M, C2H4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-1,,,,,, -0.13793103448273314, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.9001499250374813,,,,,, 1.3793103448276156, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.8002998500749625,,,,,, 5.655172413793139, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.7004497751124437,,,,,, 10.482758620689651, CsHCO3, 0.1M, CO, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-1,,,,,, 17.51724137931035, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.8997001499250374,,,,,, 10.068965517241451, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.8002998500749625,,,,,, 6.344827586206918, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.7,,,,,, 4.413793103448256, CsHCO3, 0.1M, C2H5OH, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-1.0004497751124437,,,,,, 1.5172413793103487, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.9001499250374813,,,,,, 5.793103448275815, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.8002998500749625,,,,,, 12.96551724137936, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.7,,,,,, 14.344827586206918, CsHCO3, 0.1M, HCOO-, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-1,,,,,, 5.103448275862036, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.9001499250374813,,,,,, 6.620689655172384, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.7998500749625187,,,,,, 7.448275862069011, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.7000000000000001,,,,,, 6.758620689655231, CsHCO3, 0.1M, C3H8O, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-1.0004497751124437,,,,,, 0.2758620689655231, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.9001499250374813,,,,,, 0.13793103448278998, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.8002998500749625,,,,,, 0, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,-0.6999999999999998,,,,,, 0.13793103448273314, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Electrochemically cycled Cu,,,,,,,, CsHCO3, 0.1M, CH4, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Reduced electrodeposited Cu oxide,-0.9998578430991758,,,,,, 25.146804835924, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Reduced electrodeposited Cu oxide,-0.8994981783719532,,,,,, 35.78583765112262, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
 Reduced electrodeposited Cu oxide,-0.7996247989994634,,,,,, 39.930915371329775, CsHCO3, 0.1M, H2, 6.8,Yanwei Lum,jp7b03673 1..13,J. Phys. Chem. C 2017.121:14191-14203
